2.929613, 2.975729, -4.673603, 0.880266, -0.958090, -0.060070, 0.533154, -0.396134, -0.231133, -1.148605, -0.628583, 1.363559, 0.000000, 
-1.460133, 1.788872, -5.789089, -0.366850, -0.653129, -0.087177, -0.182589, -1.169919, -0.616364, 0.000431, -0.929237, 0.745388, 0.000000, 
-3.675376, 3.725790, -1.636245, 0.434106, -0.084857, -0.597370, 0.129499, 0.690485, 0.200351, 0.027780, -0.764568, -0.458094, 0.000000, 
-8.070343, 5.252853, 0.148956, 1.141653, 0.238085, -0.105613, -0.870289, -0.191429, -0.035662, -0.149103, -0.102742, -0.185438, 1.000000, 
-0.841631, 6.382868, -3.039169, 1.192412, -0.209891, -0.129199, -0.258976, -0.931946, -0.259710, 0.051767, 0.169396, 0.463580, 1.000000, 
0.537446, 3.360337, -0.725119, 1.215927, -1.480345, 1.179484, -0.068641, 0.773649, 0.444761, 0.673442, 0.298521, -0.383372, 1.000000, 
-6.321040, 6.000783, -0.234512, 1.021936, -0.073423, -0.628744, -0.924667, -0.336200, -0.122506, 0.232788, 0.014423, -0.078876, 1.000000, 
-4.251892, 6.170314, -1.207431, 0.176880, 0.184607, -0.239051, -0.611327, -0.177732, 0.356619, 0.980509, 0.571005, -0.115041, 0.000000, 
2.929613, 2.975729, -4.673603, 0.880266, -0.958090, -0.060070, 0.533154, -0.396134, -0.231133, -1.148605, -0.628583, 1.363559, 0.000000, 
-1.460133, 1.788872, -5.789089, -0.366850, -0.653129, -0.087177, -0.182589, -1.169919, -0.616364, 0.000431, -0.929237, 0.745388, 0.000000, 
-3.675376, 3.725790, -1.636245, 0.434106, -0.084857, -0.597370, 0.129499, 0.690485, 0.200351, 0.027780, -0.764568, -0.458094, 0.000000, 
3.924607, -1.426985, -2.548416, 2.502873, 0.514264, 0.451706, 0.197163, -0.489314, -0.344340, 0.448632, 0.148991, 0.413594, 1.000000, 
5.329032, -2.061916, -3.154846, 1.697427, 0.201954, 0.602080, 0.245601, -0.156346, -0.390972, 0.037505, 0.050108, 0.408864, 1.000000, 
-7.537902, -1.946102, -1.796334, 3.203165, -0.609860, 1.768678, 1.327967, 0.976716, 0.127271, -0.332226, 0.126169, 0.167680, 1.000000, 
-7.179224, -1.801144, -2.336772, 3.747040, 0.065127, 1.504560, 1.300636, 0.026360, 0.246462, -0.469397, 0.335489, 0.133493, 1.000000, 
-6.669082, -3.126274, -2.544047, 3.224854, -0.170144, 1.653722, 0.472275, 0.242767, -0.056418, 0.179272, 0.362121, 0.249287, 1.000000, 
-4.141869, -5.799348, -2.159631, 3.762040, -1.187851, 1.574037, 0.618510, 0.887714, -0.449860, -0.051681, -0.201174, 0.177389, 0.000000, 
-3.553602, -5.129572, -2.920952, 3.432279, -0.255168, 1.931165, 0.567034, 0.552202, -0.423012, -0.123540, 0.078180, 0.366395, 0.000000, 
-3.151661, -6.923433, -3.736732, 3.697026, -0.775046, 1.433753, 0.427330, 0.426779, -0.492117, -0.115812, 0.053441, 0.213310, 0.000000, 
-5.813116, -4.733207, -3.376702, 4.315197, -0.189012, 1.908822, 0.382094, 0.146633, 0.120039, -0.238518, 0.291354, 0.350437, 0.000000, 
-4.067880, -4.714359, -2.805335, 3.766465, 0.278004, 1.535863, 0.195189, -0.717099, 0.162282, -0.429503, 0.454915, 0.227557, 0.000000, 
-9.379427, 1.121883, -0.597115, 1.793957, 0.960078, 1.874441, 0.706950, 0.274262, -0.275251, -0.661311, -0.058133, -0.456058, 1.000000, 
2.504576, 1.390050, -1.529308, 2.782022, 1.308427, 1.240204, 0.295243, 0.567589, -0.317455, -0.518702, -0.536975, -0.609598, 1.000000, 
-0.144532, 0.371727, -3.428422, 2.894712, 1.419291, 1.034332, -0.166407, -0.399671, -0.621571, 0.311523, 0.208631, -0.360314, 1.000000, 
1.655056, -0.927407, -2.982707, 2.264389, 2.247420, 2.024149, 0.710178, -0.225305, -0.236168, -0.087326, 0.111071, -0.553350, 1.000000, 
4.018764, -1.412560, -2.165619, 1.574847, 1.446950, 1.677807, 0.433086, -0.152386, -0.480562, -0.436474, 0.293535, -0.332436, 1.000000, 
0.458128, -1.470537, -2.937219, 2.576043, 1.279997, 0.614140, -0.758572, -0.429534, -0.124240, 0.295032, -0.010985, -0.359758, 0.000000, 
2.561745, -1.616418, -2.031622, 3.233757, 0.386286, -0.371799, -0.559889, 0.074614, 0.185174, 0.443819, -0.027092, -0.245450, 0.000000, 
0.356637, -0.534227, -2.662793, 3.152649, 0.812632, 0.293924, -0.778362, 0.025726, -0.011812, 0.563640, -0.388879, -0.352109, 0.000000, 
3.319758, -0.057527, -1.937705, 2.366708, -0.126186, -0.405446, -0.600530, 0.130533, 0.023746, 0.419951, -0.086044, -0.170636, 0.000000, 
2.343385, -0.196769, -2.284035, 2.532851, 0.559840, 0.237728, -0.604954, -0.238015, 0.248958, 0.372635, -0.117621, -0.412951, 0.000000, 
-9.828558, -0.997960, -3.757897, 4.106953, -0.537277, -0.477521, 0.758382, -0.419447, 0.795315, 0.263239, 0.200279, -0.176300, 1.000000, 
-12.156600, -0.073763, -3.286658, 3.357639, -0.875097, -0.694098, 1.004175, -0.068224, 0.370875, 0.039137, 0.017276, -0.245673, 1.000000, 
-10.627105, -0.309256, -3.296988, 4.940610, -0.359981, -0.888040, 0.371519, -0.230551, 0.970396, 0.410848, 0.279694, -0.221100, 1.000000, 
-11.684132, -0.784894, -4.061673, 4.710479, -0.267162, -0.671348, 0.496345, -0.486651, 0.746167, 0.045218, 0.121065, -0.300249, 1.000000, 
-8.165217, 0.081591, -3.279853, 4.026982, -0.464840, -0.373586, 0.988457, -0.079935, 0.610544, -0.003356, -0.105171, -0.228478, 1.000000, 
-9.167253, -1.954713, -4.031405, 3.610743, -0.071958, -0.164278, 1.084450, -0.202138, 0.299737, 0.506777, 0.071678, 0.130062, 0.000000, 
-8.502362, -0.075316, -3.273134, 4.259835, -0.297929, -0.825170, 0.220492, -0.753974, 0.481474, 0.170720, -0.272354, -0.282250, 0.000000, 
-10.413029, -1.797425, -4.159302, 2.970783, -0.639406, -0.451517, 0.779324, -0.418618, 0.944442, 0.167667, 0.248865, 0.100645, 0.000000, 
-9.586705, -2.140876, -3.515886, 2.780714, -1.849087, -0.144439, 0.624685, -0.099527, 0.959635, 0.140340, 0.077633, -0.203804, 0.000000, 
-7.836029, -1.483631, -2.875127, 3.588496, -1.487845, -0.353451, 0.540356, 0.030297, 0.828020, 0.143345, -0.196547, -0.240239, 0.000000, 
