-1.504670, 9.457697, -0.393393, -0.578892, 1.072307, -0.322703, 0.012607, 0.062828, 0.268976, 0.187298, 0.289606, 0.080638, 1.000000, 
-4.580378, 10.051623, -0.051201, -0.946790, 1.343697, -0.429459, -0.370046, 0.103210, 0.409318, -0.270911, 0.242722, 0.312158, 1.000000, 
-4.511510, 9.484303, -0.224140, -1.141952, 1.218979, -0.006011, 0.002874, 0.092155, 0.116928, 0.182074, 0.226561, 0.197306, 1.000000, 
-0.892357, 9.779711, -0.897900, -1.448073, 0.158399, -0.473596, -0.249864, -0.146442, 0.144160, -0.259174, -0.111901, 0.294254, 1.000000, 
-2.211952, 9.686110, -0.694240, -0.742480, 1.416562, -0.330304, 0.113520, 0.033975, 0.063450, -0.105215, 0.241735, 0.042885, 1.000000, 
-0.344881, 8.358783, -3.672423, -2.622046, -0.173837, -0.384323, -0.890079, -0.357639, 0.147104, 0.313740, -0.256738, -0.523468, 0.000000, 
0.593184, 7.753071, -4.346325, -2.206368, 0.420594, -0.809285, -0.928685, 0.188089, 0.649173, -0.050098, -0.727068, -0.266148, 0.000000, 
0.629645, 8.373311, -3.929529, -2.180400, 0.325803, -0.594892, -1.250292, 0.001007, 0.520284, -0.235751, -0.495244, -0.354975, 0.000000, 
-0.420397, 8.057365, -3.545262, -2.766675, 0.143720, -0.530433, -0.803314, -0.311073, 0.361727, 0.259617, -0.404944, -0.542177, 0.000000, 
0.928203, 7.986889, -3.900724, -2.126802, 0.147973, -0.829835, -0.809129, -0.277622, 0.129259, 0.194433, -0.449801, -0.467040, 0.000000, 
-0.982573, 8.649379, -0.183054, -0.055712, 1.057277, -0.422058, 0.393914, -0.309645, -0.013067, 0.138835, -0.055983, 0.086770, 1.000000, 
-3.935090, 8.087253, -0.432184, 0.082939, 1.642076, -0.888150, -0.033715, -0.471501, -0.022353, -0.055866, 0.131036, 0.093480, 1.000000, 
-6.628266, 8.518399, -0.439508, 0.242688, 1.336934, -0.454367, 0.261531, -0.110593, 0.136235, -0.083909, 0.056781, -0.003596, 1.000000, 
-5.761388, 8.839656, -0.507300, -0.172758, 2.044091, -0.801133, 0.364243, 0.027729, -0.056039, 0.023964, 0.376440, -0.001429, 1.000000, 
-3.806397, 9.515295, -0.649253, -0.084521, 2.011918, -0.127180, 0.223291, -0.036685, -0.144217, -0.278263, 0.164747, -0.072358, 1.000000, 
-2.348470, 7.745168, -4.306232, -0.661406, 0.390859, -0.503875, -0.096664, -0.260697, 0.380042, 0.036481, 0.113377, 0.148936, 0.000000, 
-0.626112, 7.849160, -4.101707, -1.006535, 0.249270, -0.414289, -0.147227, 0.013880, -0.000065, 0.059708, 0.043706, -0.002346, 0.000000, 
-1.695437, 7.461484, -4.216176, -0.558572, 0.589757, -0.814281, -0.539381, -0.196082, 0.599385, 0.308916, 0.429157, 0.454165, 0.000000, 
-2.991817, 7.860876, -3.666123, -0.397281, 1.283345, -0.993714, -0.735401, -0.385373, 0.373442, 0.437998, 0.755568, 0.500595, 0.000000, 
-3.789274, 8.641989, -3.794199, -1.040691, 1.288856, -0.561917, -0.780801, -0.346833, 0.594092, 0.182456, 0.479793, 0.488704, 0.000000, 
-0.982573, 8.649379, -0.183054, -0.055712, 1.057277, -0.422058, 0.393914, -0.309645, -0.013067, 0.138835, -0.055983, 0.086770, 1.000000, 
-3.935090, 8.087253, -0.432184, 0.082939, 1.642076, -0.888150, -0.033715, -0.471501, -0.022353, -0.055866, 0.131036, 0.093480, 1.000000, 
-6.628266, 8.518399, -0.439508, 0.242688, 1.336934, -0.454367, 0.261531, -0.110593, 0.136235, -0.083909, 0.056781, -0.003596, 1.000000, 
-5.761388, 8.839656, -0.507300, -0.172758, 2.044091, -0.801133, 0.364243, 0.027729, -0.056039, 0.023964, 0.376440, -0.001429, 1.000000, 
-3.806397, 9.515295, -0.649253, -0.084521, 2.011918, -0.127180, 0.223291, -0.036685, -0.144217, -0.278263, 0.164747, -0.072358, 1.000000, 
-2.348470, 7.745168, -4.306232, -0.661406, 0.390859, -0.503875, -0.096664, -0.260697, 0.380042, 0.036481, 0.113377, 0.148936, 0.000000, 
-0.626112, 7.849160, -4.101707, -1.006535, 0.249270, -0.414289, -0.147227, 0.013880, -0.000065, 0.059708, 0.043706, -0.002346, 0.000000, 
-1.695437, 7.461484, -4.216176, -0.558572, 0.589757, -0.814281, -0.539381, -0.196082, 0.599385, 0.308916, 0.429157, 0.454165, 0.000000, 
-2.991817, 7.860876, -3.666123, -0.397281, 1.283345, -0.993714, -0.735401, -0.385373, 0.373442, 0.437998, 0.755568, 0.500595, 0.000000, 
-3.789274, 8.641989, -3.794199, -1.040691, 1.288856, -0.561917, -0.780801, -0.346833, 0.594092, 0.182456, 0.479793, 0.488704, 0.000000, 
-8.070343, 5.252853, 0.148956, 1.141653, 0.238085, -0.105613, -0.870289, -0.191429, -0.035662, -0.149103, -0.102742, -0.185438, 1.000000, 
-0.841631, 6.382868, -3.039169, 1.192412, -0.209891, -0.129199, -0.258976, -0.931946, -0.259710, 0.051767, 0.169396, 0.463580, 1.000000, 
0.537446, 3.360337, -0.725119, 1.215927, -1.480345, 1.179484, -0.068641, 0.773649, 0.444761, 0.673442, 0.298521, -0.383372, 1.000000, 
-6.321040, 6.000783, -0.234512, 1.021936, -0.073423, -0.628744, -0.924667, -0.336200, -0.122506, 0.232788, 0.014423, -0.078876, 1.000000, 
-4.251892, 6.170314, -1.207431, 0.176880, 0.184607, -0.239051, -0.611327, -0.177732, 0.356619, 0.980509, 0.571005, -0.115041, 1.000000, 
